price,bedrooms,bathrooms,floors,view,sqm_living15,sqm_lot15,sqm_outdoor15,lot_living_ratio15,waterfront,condition,grade,renovated,yr_built,age_of_house,city,area_code,zipcode,dist_from_center,lat,long
472500.0,3,2,2,0,18944.49049008105,40493.848422548246,21549.357932467195,2.1375,0,3,8,1,1996,28,Redmond,425,98052,20.01,47.6863,-122.093
549950.0,4,2,1,0,27017.426778467863,132934.35088210285,105916.92410363498,4.9203187250996026,0,3,8,1,1969,55,Bellevue,425,98007,14.09,47.6191,-122.145
575575.0,3,1,1,0,22604.221607483072,41484.12860725703,18879.906999773957,1.8352380952380953,0,3,7,1,1925,99,Seattle,206,98103,8.72,47.6842,-122.341
545000.0,4,3,1,0,32937.58005661819,117595.77193416787,84658.19187754969,3.570261437908496,0,3,10,1,2006,18,Auburn,253,98092,31.95,47.3329,-122.2
340000.0,3,2,1,0,20666.71689827024,83280.41075099836,62613.693852728116,4.0296875000000005,0,3,7,1,1963,61,Seattle,206,98133,15.41,47.7446,-122.332
225000.0,3,1,1,0,11732.667405788834,62828.97215375176,51096.30474796293,5.355045871559633,0,4,6,1,1963,61,Renton,206,98056,17.64,47.4944,-122.165
299950.0,2,1,1,0,15715.315974726327,87758.19941229024,72042.88343756391,5.584246575342466,0,3,7,1,1983,41,Kent,253,98031,25.19,47.4048,-122.178
829900.0,4,3,2,0,17437.542382915515,43055.66020472966,25618.117821814147,2.4691358024691357,0,3,8,1,2001,23,Seattle,206,98105,7.16,47.6642,-122.291
340000.0,4,2,2,0,22496.58245697125,45208.443214966144,22711.860757994895,2.0095693779904304,0,3,7,0,2007,17,Maple Valley,253,98038,35.68,47.3659,-122.017
515000.0,4,2,1,0,22066.02585492395,86649.51616201845,64583.4903070945,3.9268292682926833,0,3,8,1,1975,49,Redmond,425,98052,18.82,47.6913,-122.115
601000.0,4,2,2,0,22496.58245697125,68566.138876032,46069.55641906075,3.0478468899521536,0,4,8,1,1992,32,Issaquah,425,98029,25.48,47.5718,-121.996
470000.0,3,2,2,0,26263.952724885094,84485.96923673079,58222.01651184569,3.216803278688525,0,3,8,1,1994,30,Renton,425,98059,17.27,47.5101,-122.151
371500.0,3,1,1,0,13239.615512954371,68889.05632756746,55649.440814613095,5.203252032520326,0,4,7,1,1954,70,Seattle,206,98106,9.88,47.52,-122.365
550000.0,3,1,1,0,25187.56121976685,415013.5087133892,389825.94749362237,16.47692307692308,0,4,8,1,1980,44,Woodinville,360,98072,24.16,47.7662,-122.114
242550.0,4,2,2,0,17545.181533427338,83097.42419512825,65552.2426617009,4.736196319018404,0,3,8,1,1995,29,Federal Way,253,98023,34.66,47.2956,-122.374
367500.0,3,1,1,0,22496.58245697125,99803.02035456336,77306.43789759211,4.4363636363636365,0,3,8,1,1961,63,Seattle,206,98177,17.35,47.7608,-122.361
359000.0,4,3,2,0,21850.747553900303,77952.27280066306,56101.52524676276,3.567487684729065,0,3,8,1,1996,28,Federal Way,253,98003,38.24,47.2625,-122.308
204900.0,3,2,1,0,13562.532964489845,88748.47959699902,75185.94663250918,6.5436507936507935,0,2,7,1,1984,40,Auburn,253,98001,38.16,47.2669,-122.254
850000.0,4,2,1,0,21204.91265082936,434776.05674736015,413571.1440965308,20.503553299492385,0,2,9,1,1969,55,Auburn,253,98001,28.17,47.354,-122.293
187000.0,3,1,2,0,11517.389104765183,46995.25311346243,35477.864008697245,4.0803738317757015,0,3,6,1,1985,39,Auburn,253,98002,31.43,47.3344,-122.216
326000.0,3,2,1,0,21527.83010236483,450114.6356952951,428586.8055929303,20.908500000000004,0,4,7,1,1958,66,Renton,253,98058,22.1,47.4375,-122.176
340000.0,3,2,1,0,21527.83010236483,450114.6356952951,428586.8055929303,20.908500000000004,0,4,7,1,1958,66,Renton,253,98058,22.1,47.4375,-122.176
330000.0,6,2,1,0,14638.924469608086,88802.29917225493,74163.37470264685,6.0661764705882355,0,3,8,1,1951,73,Kent,253,98030,25.75,47.3864,-122.223
782000.0,4,3,2,0,35628.5588194138,85519.3050816443,49890.746262230496,2.400302114803625,0,3,9,1,2001,23,Redmond,425,98052,17.9,47.691,-122.129
612000.0,4,2,2,0,23034.77820953037,61666.46932822406,38631.69111869369,2.6771028037383178,0,3,8,1,1999,25,Kirkland,206,98034,14.02,47.7122,-122.231
400000.0,3,2,1,0,20666.71689827024,81805.75438898636,61139.03749071612,3.958333333333333,0,3,7,1,1964,60,Seattle,206,98177,17.48,47.7616,-122.365
941500.0,5,3,2,4,33152.85835764184,145194.4501253996,112041.59176775775,4.379545454545455,0,3,9,1,1980,44,Seattle,206,98177,19.38,47.7757,-122.391
313000.0,2,1,2,0,18406.29473752193,13777.811265513492,-4628.483472008438,0.7485380116959065,0,3,8,1,2004,20,Seattle,206,98103,10.11,47.6967,-122.342
735000.0,4,2,1,0,14638.924469608086,54616.104969699576,39977.18050009149,3.730882352941176,0,5,7,1,1929,95,Seattle,206,98117,9.37,47.6849,-122.376
471000.0,3,1,1,0,23788.25226311314,116810.00613543158,93021.75387231844,4.910407239819005,0,3,8,1,1977,47,Bothell,425,98011,22.01,47.7698,-122.167
350000.0,3,1,1,0,16791.70747984457,101718.99723367384,84927.28975382927,6.057692307692308,0,4,7,1,1950,74,Seattle,206,98155,17.17,47.7604,-122.329
530000.0,4,2,1,0,27447.98338051516,113021.10803741535,85573.1246569002,4.117647058823529,0,3,8,1,1976,48,Issaquah,425,98027,22.39,47.5327,-122.054
415000.0,4,3,2,0,18729.212189057405,104948.17174902857,86218.95955997116,5.603448275862069,0,3,7,1,1991,33,Kenmore,206,98028,16.75,47.7379,-122.224
639500.0,4,2,2,0,25079.92206925503,90373.83076972756,65293.90870047253,3.6034334763948497,0,3,8,1,1986,38,Redmond,425,98052,21.7,47.7264,-122.104
580379.0,4,2,1,0,25079.92206925503,215278.30102364832,190198.3789543933,8.583690987124463,0,4,8,1,1976,48,Sammamish,425,98075,20.89,47.5936,-122.054
378000.0,2,2,2,0,18944.49049008105,31118.478412968365,12173.987922887314,1.6426136363636366,0,3,8,1,2009,15,Snoqualmie,360,98065,35.5,47.5163,-121.878
265000.0,3,2,1,0,18513.93388803376,84765.83102806153,66251.89714002777,4.578488372093022,0,4,7,1,1969,55,Renton,253,98058,20.74,47.4579,-122.164
212000.0,3,1,1,0,11840.306556300658,106562.75900670592,94722.45245040527,9.0,0,4,6,1,1967,57,Federal Way,253,98023,34.6,47.2955,-122.362
400000.0,4,3,2,2,23895.89141362496,271950.31376812374,248054.4223544988,11.380630630630632,0,3,8,1,1998,26,Seattle,206,98198,28.52,47.3497,-122.317
750000.0,4,2,2,0,21420.19095185301,90922.79043733788,69502.59948548488,4.244723618090453,0,3,8,1,1997,27,Bellevue,425,98008,16.46,47.6363,-122.117
384900.0,5,2,1,0,18944.49049008105,278989.91421159706,260045.423721516,14.726704545454547,0,3,8,1,1968,56,Federal Way,253,98023,29.49,47.3408,-122.335
176000.0,2,1,1,0,12378.50230885978,57371.66722280228,44993.1649139425,4.634782608695652,0,5,6,1,1969,55,Kent,253,98042,32.72,47.3627,-122.087
350000.0,3,2,2,0,24649.36546720773,53948.74223652627,29299.37676931854,2.188646288209607,0,3,7,1,2002,22,Maple Valley,253,98038,34.31,47.3794,-122.022
168000.0,3,1,1,0,12916.6980614189,82343.95014154549,69427.2520801266,6.375,0,4,6,1,1977,47,Kent,253,98030,28.23,47.3729,-122.183
358000.0,4,2,1,0,15177.120222167208,54895.96676103032,39718.846538863116,3.6170212765957444,0,3,7,1,1908,116,Seattle,206,98118,5.81,47.565,-122.284
580000.0,3,2,1,0,29277.84893921617,378792.9345661604,349515.0856269442,12.937867647058823,0,4,8,1,1975,49,Woodinville,360,98077,24.88,47.7649,-122.098
442500.0,3,1,1,0,17114.62493138004,87187.71191457757,70073.08698319753,5.09433962264151,0,3,7,1,1977,47,Kirkland,206,98034,17.75,47.725,-122.174
515000.0,2,2,3,0,15392.398523190855,14294.479187970248,-1097.9193352206075,0.9286713286713286,0,3,8,1,2004,20,Seattle,206,98105,7.62,47.6668,-122.285
554000.0,5,2,1,2,22604.221607483072,115722.85071526216,93118.6291077791,5.11952380952381,0,4,8,1,1958,66,Seattle,206,98166,18.18,47.4426,-122.342
659000.0,3,2,2,0,27103.538098877325,62635.22168283048,35531.683583953156,2.3109610802223988,0,3,9,1,1996,28,Sammamish,425,98075,22.52,47.5868,-122.033
414999.0,4,2,1,0,20236.16029622294,107639.15051182416,87402.99021560122,5.319148936170214,0,3,7,1,1963,61,Kirkland,206,98034,15.73,47.7166,-122.201
275000.0,3,1,1,0,18083.37728598646,119522.51272832954,101439.13544234309,6.609523809523809,0,3,6,1,1983,41,North Bend,360,98045,42.96,47.488,-121.787
193000.0,2,1,1,0,14208.36786756079,141437.84377253696,127229.47590497616,9.954545454545455,0,4,5,1,1951,73,Seattle,206,98188,17.0,47.4559,-122.289
525000.0,4,2,2,0,26479.231025908743,51128.59649311648,24649.365467207735,1.9308943089430897,0,3,9,1,2002,22,Renton,253,98058,23.4,47.4511,-122.121
424000.0,3,2,2,0,21958.38670441213,89383.55058501878,67425.16388060665,4.070588235294117,0,3,8,1,1985,39,Redmond,425,98052,20.97,47.7155,-122.104
455000.0,2,1,1,0,16361.150877797272,41548.71209756412,25187.561219766852,2.539473684210526,0,4,6,1,1908,116,Seattle,206,98117,9.18,47.6853,-122.366
463000.0,2,1,2,1,13024.337211930724,60816.12003918065,47791.782827249925,4.669421487603305,0,4,7,1,1943,81,Seattle,206,98126,7.13,47.5495,-122.377
1100000.0,4,2,1,3,29385.488089727995,157788.23073528302,128402.74264555503,5.369597069597069,0,3,7,1,1960,64,Kirkland,206,98033,12.9,47.6918,-122.216
523000.0,3,1,2,0,16684.068329332746,58265.072172050415,41581.00384271767,3.4922580645161285,0,4,8,1,1963,61,Seattle,206,98115,10.14,47.6962,-122.312
615000.0,4,1,1,0,27340.34423000334,129059.34146367716,101718.99723367383,4.7204724409448815,0,4,8,1,1959,65,Bellevue,425,98005,11.72,47.5999,-122.176
1515000.0,4,4,2,0,42302.186151146896,124603.08063248765,82300.89448134074,2.9455470737913485,0,3,12,1,1991,33,Issaquah,425,98027,18.5,47.5533,-122.098
870000.0,5,4,2,0,20559.077747758416,53819.57525591208,33260.49750815367,2.6178010471204187,0,3,8,1,1900,124,Seattle,206,98107,7.01,47.6655,-122.363
710000.0,3,2,2,0,31968.82770201177,93549.18570982636,61580.35800781459,2.926262626262626,0,3,10,1,1991,33,Sammamish,425,98074,23.18,47.6249,-122.024
215000.0,3,1,1,0,13777.811265513492,103333.5844913512,89555.77322583771,7.500000000000001,0,5,7,1,1967,57,Federal Way,253,98023,35.59,47.2864,-122.357
590000.0,2,1,1,0,16468.790028309097,53819.57525591208,37350.78522760299,3.2679738562091503,0,4,7,1,1920,104,Seattle,206,98117,9.92,47.6833,-122.398
323000.0,5,2,1,0,26263.952724885094,143160.07018072612,116896.11745584103,5.450819672131147,0,3,7,1,1962,62,Auburn,253,98092,31.94,47.3343,-122.194
279000.0,4,2,1,0,15930.594275749976,94238.07627310204,78307.48199735206,5.9155405405405395,0,4,7,1,1966,58,Renton,253,98058,21.89,47.4496,-122.155
535100.0,3,2,1,0,25295.20037027868,85896.04210843568,60600.841738157,3.3957446808510636,0,3,8,1,1973,51,Seattle,206,98177,18.85,47.7735,-122.371
830000.0,5,2,1,0,22819.49990850672,176528.2068393916,153708.7069308849,7.735849056603773,0,5,9,1,1959,65,Bellevue,425,98005,11.83,47.5958,-122.175
815000.0,4,2,2,0,33906.33241122461,55638.67689956191,21732.3444883373,1.640952380952381,0,3,9,1,2002,22,Kirkland,206,98033,15.54,47.688,-122.164
535900.0,3,2,1,0,22819.49990850672,110222.49012410794,87402.99021560121,4.830188679245283,0,3,8,1,1975,49,Bellevue,425,98008,16.25,47.5937,-122.116
230000.0,3,1,1,0,15930.594275749976,88264.1034196958,72333.50914394583,5.54054054054054,0,3,7,1,1955,69,Seattle,206,98146,12.26,47.497,-122.357
325500.0,4,1,1,0,19805.603694175647,87639.79634672723,67834.19265255159,4.425,0,4,7,1,1969,55,Renton,253,98055,18.95,47.4564,-122.211
359000.0,3,2,2,0,18191.016436498285,39697.31870876075,21506.302272262466,2.182248520710059,0,3,7,1,1997,27,Renton,206,98056,17.75,47.4917,-122.167
505000.0,3,2,2,2,20343.799446734767,44562.6083118952,24218.808865160434,2.1904761904761902,0,3,8,1,1999,25,Snoqualmie,360,98065,35.81,47.5334,-121.867
253905.0,3,1,1,0,10225.719298623297,90416.88642993227,80191.16713130898,8.842105263157892,0,5,7,1,1958,66,Renton,206,98056,16.26,47.5112,-122.167
369950.0,3,1,1,0,15930.594275749976,77500.1883685134,61569.59409276342,4.864864864864865,0,3,8,1,1965,59,Seattle,206,98125,11.88,47.7125,-122.32
350000.0,3,2,2,0,20128.52114571112,90180.08029880628,70051.55915309515,4.480213903743315,0,3,7,1,1995,29,Maple Valley,253,98038,33.14,47.3875,-122.032
650000.0,4,2,3,0,17868.09898496281,43055.66020472966,25187.561219766852,2.4096385542168677,0,3,8,1,2001,23,Seattle,206,98115,7.83,47.6726,-122.298
295000.0,3,1,1,0,16145.872576773623,182857.38888948687,166711.51631271324,11.325333333333333,0,3,6,1,1925,99,Vashon,206,98070,21.24,47.4367,-122.463
620000.0,3,1,1,3,23572.97396208949,283177.077166507,259604.10320441754,12.012785388127854,0,3,8,1,1948,76,Seattle,206,98177,17.89,47.7648,-122.37
1998000.0,2,2,2,0,29277.84893921617,4434323.972315211,4405046.123375995,151.45661764705886,0,3,12,1,2009,15,Snoqualmie,360,98065,43.89,47.5371,-121.756
246000.0,3,1,1,0,11517.389104765183,79760.6105292617,68243.22142449651,6.925233644859814,0,3,6,1,1944,80,Seattle,206,98166,14.06,47.4798,-122.343
430000.0,3,2,1,0,24326.44801567226,139435.75557301703,115109.30755734477,5.731858407079646,0,3,7,1,1965,59,Carnation,360,98014,32.55,47.695,-121.918
509990.0,3,2,2,0,14638.924469608086,49061.924803289454,34423.00033368137,3.351470588235294,0,2,6,1,1921,103,Seattle,206,98118,7.13,47.5503,-122.285
490000.0,4,1,1,0,21635.469252876657,107639.15051182416,86003.6812589475,4.975124378109452,0,4,7,1,1962,62,Kirkland,206,98033,15.17,47.7012,-122.187
385000.0,4,2,1,1,20128.52114571112,113021.10803741535,92892.58689170424,5.614973262032084,0,3,8,1,1979,45,Seattle,206,98198,22.85,47.4006,-122.322
769000.0,4,2,2,0,27663.26168153881,69922.39217248098,42259.13049094217,2.5276264591439688,0,3,9,1,1999,25,Sammamish,425,98074,20.39,47.6374,-122.064
185000.0,2,1,1,0,9041.68864299323,100578.0222382485,91536.33359525526,11.123809523809523,0,4,6,1,1960,64,Federal Way,253,98023,30.92,47.328,-122.341
303500.0,3,1,1,0,15284.759372679033,112633.6070955728,97348.84772289377,7.369014084507041,0,4,7,1,1973,51,Kirkland,206,98034,15.93,47.7313,-122.229
468000.0,4,2,1,0,25402.8395207905,85896.04210843568,60493.20258764518,3.3813559322033897,0,3,8,1,1957,67,Seattle,206,98177,18.8,47.773,-122.371
449950.0,4,2,2,0,19913.24284468747,101589.83025305964,81676.58740837217,5.1016216216216215,0,3,9,1,1978,46,Kent,253,98042,29.19,47.3741,-122.15
235000.0,2,1,2,0,9472.245245040524,54465.410158983024,44993.1649139425,5.750000000000002,0,3,7,1,1999,25,Seattle,206,98133,11.19,47.7064,-122.342
520000.0,4,2,2,0,26802.148477444214,426670.8287138198,399868.6802363756,15.919277108433736,0,3,9,1,1985,39,Issaquah,425,98027,26.45,47.4823,-122.031
203000.0,2,1,1,0,11625.02825527701,71547.74334520951,59922.715089932506,6.154629629629629,0,3,6,1,1951,73,Seattle,206,98168,13.84,47.4815,-122.331
657000.0,5,2,1,0,21958.38670441213,92139.11283812148,70180.72613370935,4.196078431372549,0,4,7,1,1960,64,Bellevue,425,98008,16.31,47.616,-122.115
275000.0,3,1,1,0,13239.615512954371,76100.87941185969,62861.263898905316,5.747967479674797,0,4,7,1,1954,70,Seattle,206,98126,10.04,47.5196,-122.371
540000.0,4,2,2,0,29062.570638192523,91148.8326534127,62086.26201522017,3.136296296296296,0,3,9,1,1991,33,Woodinville,360,98072,19.37,47.7439,-122.174
455000.0,4,2,2,0,25402.8395207905,48459.14556042324,23056.30603963274,1.9076271186440679,0,3,7,1,2005,19,Renton,425,98059,17.97,47.5002,-122.151
458500.0,2,1,1,0,13454.89381397802,73496.01196947353,60041.11815549551,5.4624,0,3,7,1,1941,83,Seattle,206,98115,10.08,47.6937,-122.298
549900.0,4,3,2,0,37566.06352862663,61354.31579173977,23788.252263113136,1.63323782234957,0,3,10,1,2003,21,Renton,253,98055,18.06,47.4734,-122.193
750000.0,3,1,2,0,16899.346630356395,113860.6934114076,96961.34678105121,6.7375796178343945,0,5,8,1,1923,101,Seattle,206,98115,10.38,47.6954,-122.292
235000.0,4,1,1,0,15607.676824214504,97015.16635630712,81407.48953209262,6.215862068965517,0,3,7,1,1962,62,Seattle,206,98168,14.8,47.478,-122.278
286000.0,4,2,2,0,16038.2334262618,85357.84635587657,69319.61292961477,5.322147651006712,0,5,7,1,1989,35,Maple Valley,253,98038,34.69,47.359,-122.05
2650000.0,4,3,2,3,34552.167314295555,164752.48377339807,130200.31645910251,4.7682242990654204,0,3,11,1,1958,66,Kirkland,206,98033,12.7,47.6899,-122.217
602000.0,4,1,1,0,20559.077747758416,89179.03619904631,68619.9584512879,4.337696335078533,0,4,7,1,1963,61,Redmond,425,98052,15.82,47.6554,-122.134
640000.0,3,1,1,0,20236.16029622294,43916.77340882426,23680.613112601317,2.170212765957447,0,3,7,1,1915,109,Seattle,206,98115,8.04,47.6768,-122.31
267000.0,3,1,1,0,18513.93388803376,88909.93832276676,70396.004434733,4.802325581395348,0,4,8,1,1977,47,Kent,253,98030,27.87,47.3812,-122.168
712000.0,4,2,2,0,28739.65318665705,49987.62149769114,21247.968311034092,1.7393258426966294,0,3,8,1,2001,23,Sammamish,425,98075,22.06,47.5975,-122.038
244500.0,2,1,1,0,13885.450416025316,96875.23546064176,82989.78504461645,6.976744186046513,0,3,5,1,1923,101,Snoqualmie,360,98065,40.16,47.526,-121.81
301000.0,2,1,1,0,13885.450416025316,96875.23546064176,82989.78504461645,6.976744186046513,0,3,5,1,1923,101,Snoqualmie,360,98065,40.16,47.526,-121.81
990000.0,4,2,2,0,25187.56121976685,47092.12834892307,21904.56712915622,1.86965811965812,0,4,8,1,1919,105,Seattle,206,98109,4.26,47.6413,-122.354
739999.0,4,2,2,0,31861.188551499952,75024.48790674144,43163.29935524149,2.35472972972973,0,3,10,1,1999,25,Sammamish,425,98075,23.0,47.5838,-122.027
480000.0,4,1,1,0,19590.325393152,46521.6408512104,26931.3154580584,2.3747252747252743,0,3,7,1,1910,114,Seattle,206,98144,4.68,47.5755,-122.289
305000.0,3,2,3,0,14423.646168584435,12787.53108080471,-1636.1150877797245,0.8865671641791046,0,3,8,1,2009,15,Seattle,206,98133,14.09,47.7325,-122.343
703300.0,3,2,1,0,18944.49049008105,40472.32059244588,21527.83010236483,2.1363636363636362,0,4,8,1,1932,92,Seattle,206,98117,9.16,47.6847,-122.368
265000.0,4,1,2,0,17006.985780868217,88909.93832276676,71902.95254189854,5.227848101265823,0,4,7,1,1971,53,Auburn,253,98001,30.53,47.3336,-122.281
600000.0,4,2,2,2,25079.92206925503,377167.5833934319,352087.6613241769,15.038626609442062,0,3,9,1,1992,32,North Bend,360,98045,48.41,47.4815,-121.714
253000.0,3,1,1,0,17652.820683939164,86649.51616201845,68996.69547807929,4.908536585365853,0,3,7,1,1968,56,Seattle,206,98198,24.53,47.3862,-122.304
617950.0,4,2,2,0,20666.71689827024,83022.07678976997,62355.35989149973,4.0171874999999995,0,3,8,1,1997,27,Kirkland,206,98034,14.82,47.7185,-122.226
385000.0,4,3,2,0,13562.532964489845,43486.21680677696,29923.683842287115,3.206349206349206,0,4,7,1,2000,24,Seattle,206,98106,8.07,47.534,-122.346
319000.0,3,2,1,0,24003.53056413679,111449.57643994274,87446.04587580595,4.643049327354261,0,5,7,1,1967,57,Seattle,206,98118,10.89,47.5162,-122.274
696000.0,3,2,1,0,21097.273500317537,96487.73451879916,75390.46101848163,4.573469387755101,0,5,7,1,1960,64,Bellevue,425,98008,16.15,47.615,-122.117
345000.0,2,1,1,0,17760.459834450987,92838.76731644834,75078.30748199736,5.2272727272727275,0,4,6,1,1932,92,Seattle,206,98126,6.67,47.5518,-122.37
380000.0,3,2,3,0,12055.584857324306,23540.682216935944,11485.097359611638,1.9526785714285715,0,3,7,1,2002,22,Seattle,206,98115,9.56,47.6902,-122.306
647500.0,4,1,1,0,27878.53998256246,235632.86438543428,207754.32440287183,8.452123552123552,0,4,8,1,1947,77,Seattle,206,98166,18.03,47.4444,-122.351
725000.0,3,2,2,0,37781.34182965028,400353.0564136788,362571.7145840285,10.596581196581198,0,3,9,1,1997,27,Issaquah,425,98027,26.44,47.4782,-122.035
269950.0,3,1,1,0,16468.790028309097,83463.39730686846,66994.60727855936,5.06797385620915,0,4,7,1,1989,35,Maple Valley,253,98038,35.33,47.357,-122.04
875000.0,4,2,2,0,40902.87719449318,378685.2954156486,337782.4182211554,9.258157894736843,0,3,10,1,1995,29,Woodinville,360,98077,26.17,47.7311,-122.036
299950.0,3,1,1,0,18083.37728598646,82021.03269001,63937.65540402355,4.535714285714286,0,3,7,1,1955,69,Seattle,206,98106,8.79,47.5274,-122.345
1875000.0,4,3,2,0,19159.7687911047,107628.38659677298,88468.61780566828,5.617415730337079,0,3,10,1,2006,18,Bellevue,206,98004,10.58,47.6259,-122.194
430000.0,2,1,1,0,12701.41976039525,53819.57525591208,41118.15549551683,4.237288135593221,0,3,7,1,1947,77,Seattle,206,98117,10.23,47.6876,-122.395
495000.0,5,2,2,0,23680.61311260132,63765.43276320463,40084.81965060331,2.692727272727272,0,3,8,1,1989,35,Issaquah,425,98029,25.03,47.5772,-122.001
275000.0,3,1,1,0,17760.459834450987,150156.6149639947,132396.15512954374,8.454545454545455,0,3,7,1,1970,54,Kent,253,98031,26.77,47.3926,-122.167
333000.0,3,1,1,0,19267.40794161653,66499.46718620497,47232.05924458844,3.451396648044692,0,3,7,1,1964,60,Seattle,206,98118,9.51,47.5263,-122.286
247000.0,3,2,2,0,18621.57303854558,86660.28007706963,68038.70703852405,4.653757225433527,0,4,7,1,1986,38,Federal Way,253,98023,35.82,47.2843,-122.357
204555.0,3,1,1,0,25833.3961228378,233738.41533642617,207905.01921358838,9.047916666666667,0,4,7,1,1983,41,Auburn,253,98092,39.33,47.2737,-122.153
432000.0,3,2,1,0,29816.04469177529,148585.08336652207,118769.03867474679,4.983393501805055,0,4,9,1,1994,30,Kent,253,98042,33.06,47.3542,-122.098
175000.0,3,1,1,0,18191.016436498285,169531.66205612305,151340.64561962476,9.319526627218934,0,4,7,1,1962,62,Auburn,253,98001,32.37,47.3171,-122.279
556300.0,4,2,1,0,19375.04709212835,81429.01736219498,62053.97027006663,4.202777777777778,0,4,7,1,1968,56,Bellevue,425,98008,16.84,47.6244,-122.109
286000.0,2,1,1,0,13024.337211930724,72860.94098145378,59836.603769523055,5.594214876033058,0,4,5,1,1930,94,North Bend,360,98045,42.6,47.4944,-121.789
320000.0,2,1,3,0,11947.94570681248,14671.216214761633,2723.2705079491534,1.2279279279279283,0,3,8,1,2000,24,Seattle,206,98103,9.71,47.6931,-122.342
815000.0,3,2,2,0,29493.12724023982,515763.75359245663,486270.6263522168,17.48759124087591,0,4,9,1,1991,33,Woodinville,360,98077,28.6,47.7687,-122.036
385000.0,4,1,1,0,20236.16029622294,89545.00931078653,69308.84901456359,4.425000000000001,0,3,7,1,1980,44,Renton,206,98056,15.11,47.5071,-122.194
1039000.0,4,1,2,0,27447.98338051516,53819.57525591208,26371.59187539692,1.9607843137254901,0,5,8,1,1910,114,Seattle,206,98144,4.17,47.5807,-122.291
350000.0,4,2,2,0,26371.59187539692,120555.84857324306,94184.25669784614,4.571428571428571,0,3,8,1,1987,37,Federal Way,253,98023,32.82,47.3111,-122.35
277000.0,4,2,2,0,25510.478671302328,69965.4478326857,44454.96916138338,2.742616033755274,0,3,8,1,1998,26,Auburn,253,98092,32.71,47.3322,-122.173
415000.0,6,2,1,0,19375.04709212835,55972.35826614856,36597.311174020215,2.888888888888889,0,3,8,1,1966,58,Seattle,206,98118,7.71,47.5517,-122.268
295000.0,3,1,1,0,11732.667405788834,90955.08218249142,79222.41477670259,7.752293577981651,0,5,6,1,1951,73,Seattle,206,98155,16.59,47.7548,-122.316
969000.0,4,2,2,4,25402.8395207905,65552.24266170092,40149.40314091042,2.5805084745762716,0,5,8,1,1919,105,Seattle,206,98116,7.35,47.5619,-122.405
339888.0,4,1,1,0,10333.35844913512,55541.80166410127,45208.44321496615,5.375000000000001,0,5,6,1,1947,77,Seattle,206,98106,9.12,47.5257,-122.357
269950.0,3,2,2,0,19805.603694175647,71902.95254189854,52097.3488477229,3.630434782608696,0,3,7,1,1996,28,Kent,253,98030,29.43,47.3599,-122.188
1185000.0,3,2,2,2,27555.622531026984,80729.36288386812,53173.74035284114,2.9296875,0,3,10,1,2006,18,Kirkland,206,98034,13.71,47.7051,-122.223
780000.0,4,2,2,0,33368.13665866549,117132.92358696704,83764.78692830155,3.510322580645161,0,4,10,1,1998,26,Sammamish,425,98075,26.21,47.5932,-121.983
198000.0,3,1,1,0,12055.584857324306,59136.94929119619,47081.36443387189,4.9053571428571425,0,4,6,1,1968,56,Kent,253,98042,32.7,47.3634,-122.086
350000.0,2,1,1,0,29493.12724023982,72333.50914394583,42840.38190370602,2.452554744525547,0,4,7,1,1953,71,Renton,206,98056,17.2,47.4952,-122.172
350000.0,3,1,1,0,14208.36786756079,79362.34567236796,65153.97780480717,5.585606060606061,0,4,7,1,1967,57,Kirkland,206,98034,15.92,47.732,-122.231
319000.0,4,2,2,0,25725.756972325973,79114.77562619076,53389.01865386479,3.0753138075313813,0,3,8,0,1990,34,Federal Way,253,98023,34.74,47.2938,-122.348
311000.0,4,2,2,0,24003.53056413679,86111.32040945932,62107.789845322535,3.5874439461883405,0,4,8,1,1973,51,Federal Way,253,98023,32.38,47.317,-122.385
394000.0,5,3,2,0,30677.157895869885,50052.20498799824,19375.047092128352,1.6315789473684212,0,3,8,1,2004,20,Maple Valley,253,98038,36.15,47.3552,-122.026
1335000.0,5,2,2,0,32937.58005661819,62430.70729685801,29493.127240239817,1.8954248366013071,0,4,9,1,1906,118,Seattle,206,98112,2.91,47.6284,-122.312
2700000.0,5,2,2,4,41441.0729470523,393561.0260163827,352119.95306933037,9.496883116883117,1,3,9,1,1959,65,Mercer Island,206,98040,6.27,47.5919,-122.251
396000.0,3,1,1,0,18083.37728598646,102569.34652271724,84485.96923673079,5.67202380952381,0,3,7,1,1949,75,Seattle,206,98133,16.65,47.7551,-122.353
809000.0,4,1,1,0,23465.334811577668,113021.10803741535,89555.77322583768,4.816513761467889,0,4,8,1,1976,48,Kirkland,206,98033,12.31,47.6605,-122.189
480000.0,3,2,1,0,16791.70747984457,80277.27845171846,63485.570971873894,4.7807692307692315,0,3,7,1,1977,47,Redmond,425,98052,14.67,47.6715,-122.162
535000.0,6,1,1,0,16791.70747984457,46015.73684380483,29224.02936396026,2.7403846153846154,0,4,7,1,1913,111,Seattle,206,98115,7.38,47.6721,-122.323
425000.0,5,2,2,0,17006.985780868217,55111.24506205397,38104.25928118575,3.240506329113924,0,3,7,1,1947,77,Seattle,206,98106,8.72,47.5294,-122.357
408000.0,3,2,3,0,15715.315974726327,13401.074238722107,-2314.24173600422,0.8527397260273972,0,3,8,1,2006,18,Seattle,206,98117,10.74,47.6998,-122.366
